# experiment P-101 (R-101)
# hypothesis: M-372 SAYS THE DUALS ACCUMULATE CROSSINGS IN AN ORDER THAT AXIS RELABELLING PERMUTES, AND POINTS AT M-177. But M-177 is about NEGATION equivariance -- 'reordering cannot buy negation equivariance, and the obstruction is structural' -- and octahedral relabelling is a different group action. THE EVIDENCE THAT THE TWO ARE NOT THE SAME CASE IS IN p-61.csv: dual_contouring and manifold_dual_contouring already reach 48 on 3 OF 16 ROWS, which a structural obstruction would not permit. So the open question is narrow and cheap: does accumulating in a RELABELLING-INVARIANT order -- sorting the crossings by a key that is a function of the cell's geometry rather than of the axis indices -- take the duals from 3 of 16 to 16 of 16? Note M-24 and M-175: magnitude-ordered sums were real and insufficient once, and 'ties need no tie-break' survived 9,600 trials and fell to the first test about the tie itself -- so the key must be total and its tie-break must itself be invariant, which is registered here rather than discovered. (C1) With crossings accumulated in an order keyed on (|value|, |offset|) with an invariant tie-break, dual_contouring reaches 48 on at least 12 OF 16 rows. (C2) IT IS FREE: no golden hash moves except through the accumulation order itself, and the Hausdorff error is unchanged to 1e-12 -- the same shape as x49's C3. (C3) manifold_dual_contouring does WORSE than dual_contouring, because its cycle partition introduces a second order-dependence the accumulation key cannot reach. SHARE: C2 is a geometric change of zero, asserted rather than hoped.
# falsified by: C1 by under 12, which would mean M-177's obstruction does cover this case and the duals are structurally out of reach. C2 by any geometric change, which would mean the reordering is not a reordering. C3 by the two matching, which would be a stronger result and would mean the cycle partition is already invariant. VACUITY CONTROL: p-61.csv's three already-passing dual rows must still pass, and the tie-break must be exercised -- a count of exact ties in the key is a required column, because M-175 is the precedent for a tie- break that is never tested.
# commit fa17a34 on amd-ryzen-9-5900x-12-core at 2026-08-28T01:27:23Z
field,resolution,extractor,accumulation_key,elements_vertex_exact,elements_vertex_exact_baseline,worst_component_ulp,exact_key_ties,hausdorff_delta,hashes_moved,hashes_moved_expected,c1_holds,c2_holds,c3_holds,arm_abs_value_abs_offset_dual_rows_at_perm_6,arm_abs_value_abs_offset_equivariant_normal_dual_rows_at_perm_6,arm_abs_value_abs_offset_equivariant_normal_golden_hashes_moved,arm_abs_value_abs_offset_equivariant_normal_rows_at_48_dual_contouring,arm_abs_value_abs_offset_equivariant_normal_rows_at_48_manifold,arm_abs_value_abs_offset_golden_hashes_moved,arm_abs_value_abs_offset_rows_at_48_dual_contouring,arm_abs_value_abs_offset_rows_at_48_manifold,arm_edge_slot_dual_rows_at_perm_6,arm_edge_slot_equivariant_normal_dual_rows_at_perm_6,arm_edge_slot_equivariant_normal_golden_hashes_moved,arm_edge_slot_equivariant_normal_rows_at_48_dual_contouring,arm_edge_slot_equivariant_normal_rows_at_48_manifold,arm_edge_slot_golden_hashes_moved,arm_edge_slot_rows_at_48_dual_contouring,arm_edge_slot_rows_at_48_manifold,baseline_matches_p61,baseline_rows_at_48_dual_contouring,baseline_rows_at_48_manifold,bit_identical_to_shipped,block,c1_population,c1_rows_at_48,c3_rows_at_48_manifold,cell_size,cells_solved,counts_identical,crossings_visited,elements_tested,elements_triangle_exact,elements_vertex_exact_p61,first_failing_element,golden_counts_changed,golden_dual_rows,golden_fixture_matches_shipped,golden_hash_committed,hausdorff_arm,hausdorff_shipped,indices_identical,max_hausdorff_delta,mesh_hash_arm,mesh_hash_moved,mesh_hash_shipped,multi_crossing_cells,positions_moved,pure_permutation_exact,pure_permutation_exact_baseline,pure_sign_flip_exact,pure_sign_flip_exact_baseline,replica_bit_identical,share_reachable_before_run,topology_identical,total_key_ties,total_unbreakable_key_ties,triangles,unbreakable_key_ties,vacuity_baseline_rows_still_at_48,vertex_failing_labels,vertices,vertices_baseline,wall_ms,worst_differing_vertices
noise_cavity,25,dual_contouring,edge_slot,2,2,9217981535201106413,13426,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,113778,true,495096,48,1,2,perm=012;sign=-++,0,48,true,,6.030314797065e-1,6.030314797065e-1,true,3.008704396734e-14,90bfda7371ea9cf5,false,90bfda7371ea9cf5,113778,0,2,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,10273,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2322,2322,295,955
noise_cavity,25,dual_contouring,abs_value_abs_offset,1,2,9218434232641798222,13426,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,113778,true,495096,48,1,2,perm=012;sign=-++,0,48,true,,6.030314797065e-1,6.030314797065e-1,true,3.008704396734e-14,656d5890b820a60f,true,90bfda7371ea9cf5,113778,1362,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,10273,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2322,2322,181,983
noise_cavity,25,dual_contouring,edge_slot_equivariant_normal,6,2,9217606784179943410,13426,2.220446049250e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,113778,true,495096,48,3,2,perm=012;sign=-++,0,48,true,,6.030314797065e-1,6.030314797065e-1,true,3.008704396734e-14,654521b3534f97c7,true,90bfda7371ea9cf5,113778,324,6,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,10337,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2322,2322,301,672
noise_cavity,25,dual_contouring,abs_value_abs_offset_equivariant_normal,1,2,9218434232641798222,13426,2.220446049250e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,113778,true,495096,48,1,2,perm=012;sign=-++,0,48,true,,6.030314797065e-1,6.030314797065e-1,true,3.008704396734e-14,ace48507d12f2fd5,true,90bfda7371ea9cf5,113778,1409,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,10337,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2322,2322,188,726
noise_cavity,25,manifold_dual_contouring,edge_slot,2,2,9217981535201106413,12789,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,120442,true,495096,48,1,2,perm=012;sign=-++,0,48,true,,6.536019626528e-1,6.536019626528e-1,true,3.008704396734e-14,76b271dcc4be0c6b,false,76b271dcc4be0c6b,120442,0,2,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,9734,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2458,2458,310,982
noise_cavity,25,manifold_dual_contouring,abs_value_abs_offset,1,2,9218434232641798222,12789,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,120442,true,495096,48,1,2,perm=012;sign=-++,0,48,true,,6.536019626528e-1,6.536019626528e-1,true,3.008704396734e-14,5088a3734e7b9c9b,true,76b271dcc4be0c6b,120442,1425,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,9734,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2458,2458,196,996
noise_cavity,25,manifold_dual_contouring,edge_slot_equivariant_normal,6,2,9217606784179943410,12789,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,120442,true,495096,48,3,2,perm=012;sign=-++,0,48,true,,6.536019626528e-1,6.536019626528e-1,true,3.008704396734e-14,855eb18d3256423e,true,76b271dcc4be0c6b,120442,333,6,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,9798,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2458,2458,320,686
noise_cavity,25,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,1,2,9218434232641798222,12789,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,120442,true,495096,48,1,2,perm=012;sign=-++,0,48,true,,6.536019626528e-1,6.536019626528e-1,true,3.008704396734e-14,7244103fc8b37657,true,76b271dcc4be0c6b,120442,1476,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,5052,9798,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2458,2458,204,732
sphere,17,dual_contouring,edge_slot,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,da067a2819ece8eb,false,da067a2819ece8eb,272,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,17,dual_contouring,abs_value_abs_offset,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,00c7367a9c8a2e6b,true,da067a2819ece8eb,272,224,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,17,dual_contouring,edge_slot_equivariant_normal,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,da067a2819ece8eb,false,da067a2819ece8eb,272,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,17,dual_contouring,abs_value_abs_offset_equivariant_normal,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,00c7367a9c8a2e6b,true,da067a2819ece8eb,272,224,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,17,manifold_dual_contouring,edge_slot,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,da067a2819ece8eb,false,da067a2819ece8eb,272,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,17,manifold_dual_contouring,abs_value_abs_offset,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,00c7367a9c8a2e6b,true,da067a2819ece8eb,272,224,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,17,manifold_dual_contouring,edge_slot_equivariant_normal,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,da067a2819ece8eb,false,da067a2819ece8eb,272,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,17,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,,,,232,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,272,true,1080,,,,,0,48,true,da067a2819ece8eb,1.632698203267e-2,1.632698203267e-2,true,3.008704396734e-14,00c7367a9c8a2e6b,true,da067a2819ece8eb,272,224,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,540,232,6,,272,272,,
sphere,25,dual_contouring,edge_slot,,,,203,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,7561dbaca38d96f7,false,7561dbaca38d96f7,656,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,156,6,,656,656,,
sphere,25,dual_contouring,abs_value_abs_offset,,,,203,3.157196726278e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,3d76035f4a46c6e3,true,7561dbaca38d96f7,656,542,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,156,6,,656,656,,
sphere,25,dual_contouring,edge_slot_equivariant_normal,,,,203,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,a68131476a4ecbf0,true,7561dbaca38d96f7,656,105,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,164,6,,656,656,,
sphere,25,dual_contouring,abs_value_abs_offset_equivariant_normal,,,,203,3.157196726278e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,b85ef12afd8cea27,true,7561dbaca38d96f7,656,540,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,164,6,,656,656,,
sphere,25,manifold_dual_contouring,edge_slot,,,,203,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,7561dbaca38d96f7,false,7561dbaca38d96f7,656,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,156,6,,656,656,,
sphere,25,manifold_dual_contouring,abs_value_abs_offset,,,,203,3.157196726278e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,3d76035f4a46c6e3,true,7561dbaca38d96f7,656,542,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,156,6,,656,656,,
sphere,25,manifold_dual_contouring,edge_slot_equivariant_normal,,,,203,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,a68131476a4ecbf0,true,7561dbaca38d96f7,656,105,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,164,6,,656,656,,
sphere,25,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,,,,203,3.157196726278e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.166666667,656,true,2616,,,,,0,48,true,7561dbaca38d96f7,7.702394209507e-3,7.702394209507e-3,true,3.008704396734e-14,b85ef12afd8cea27,true,7561dbaca38d96f7,656,540,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1308,164,6,,656,656,,
sphere,33,dual_contouring,edge_slot,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,1eaa6febc5ace5c8,false,1eaa6febc5ace5c8,1160,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,440,6,,1160,1160,,
sphere,33,dual_contouring,abs_value_abs_offset,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,053e0f28bc562960,true,1eaa6febc5ace5c8,1160,972,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,440,6,,1160,1160,,
sphere,33,dual_contouring,edge_slot_equivariant_normal,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,e17ad327f81a76a8,true,1eaa6febc5ace5c8,1160,64,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,472,6,,1160,1160,,
sphere,33,dual_contouring,abs_value_abs_offset_equivariant_normal,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,2358e279567d79a0,true,1eaa6febc5ace5c8,1160,972,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,472,6,,1160,1160,,
sphere,33,manifold_dual_contouring,edge_slot,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,1eaa6febc5ace5c8,false,1eaa6febc5ace5c8,1160,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,440,6,,1160,1160,,
sphere,33,manifold_dual_contouring,abs_value_abs_offset,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,053e0f28bc562960,true,1eaa6febc5ace5c8,1160,972,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,440,6,,1160,1160,,
sphere,33,manifold_dual_contouring,edge_slot_equivariant_normal,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,e17ad327f81a76a8,true,1eaa6febc5ace5c8,1160,64,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,472,6,,1160,1160,,
sphere,33,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,,,,472,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.125000000,1160,true,4632,,,,,0,48,true,1eaa6febc5ace5c8,4.520998737297e-3,4.520998737297e-3,true,3.008704396734e-14,2358e279567d79a0,true,1eaa6febc5ace5c8,1160,972,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,2316,472,6,,1160,1160,,
torus,17,dual_contouring,edge_slot,,,,96,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,bb45da9d25621a0c,false,bb45da9d25621a0c,328,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
torus,17,dual_contouring,abs_value_abs_offset,,,,96,4.926614671774e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,d8e80a2ea1619c0c,true,bb45da9d25621a0c,328,240,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
torus,17,dual_contouring,edge_slot_equivariant_normal,,,,96,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,7c6adf986485db7c,true,bb45da9d25621a0c,328,64,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
torus,17,dual_contouring,abs_value_abs_offset_equivariant_normal,,,,96,4.926614671774e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,c22f7e7bdb0eafdc,true,bb45da9d25621a0c,328,240,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
torus,17,manifold_dual_contouring,edge_slot,,,,96,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,bb45da9d25621a0c,false,bb45da9d25621a0c,328,0,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
torus,17,manifold_dual_contouring,abs_value_abs_offset,,,,96,4.926614671774e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,d8e80a2ea1619c0c,true,bb45da9d25621a0c,328,240,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
torus,17,manifold_dual_contouring,edge_slot_equivariant_normal,,,,96,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,7c6adf986485db7c,true,bb45da9d25621a0c,328,64,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
torus,17,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,,,,96,4.926614671774e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,golden,16,3,3,0.250000000,328,true,1312,,,,,0,48,true,bb45da9d25621a0c,3.762238279437e-2,3.762238279437e-2,true,3.008704396734e-14,c22f7e7bdb0eafdc,true,bb45da9d25621a0c,328,240,,,,,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,656,64,6,,328,328,,
