ball_drilled_g1,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,14944,6.720000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,7472,0.560000
ball_drilled_g1,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,45248,6.720000,0.560000,5,1,1,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,22624,0.560000
ball_drilled_g2,2,-2,2,false,5,64,0,7,true,true,0,1.000000,4,true,mayer_vietoris,5,0.450000,0,marching_cubes,88,0.520000,0.520000,7,2,2,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,46,0.560000
ball_drilled_g2,2,-2,2,false,5,64,0,7,true,true,0,1.000000,4,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,88,0.520000,0.520000,7,2,2,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,46,0.560000
ball_drilled_g2,2,-2,2,false,5,64,0,7,true,true,0,1.000000,4,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,248,0.520000,0.520000,7,2,2,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,126,0.560000
ball_drilled_g2,2,-2,2,false,5,64,0,7,true,true,0,1.000000,4,true,mayer_vietoris,5,0.450000,0,surface_nets,92,0.520000,0.520000,7,2,2,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,48,0.560000
ball_drilled_g2,2,-2,2,false,5,64,0,7,true,true,0,1.000000,4,true,mayer_vietoris,5,0.450000,0,dual_contouring,92,0.520000,0.520000,7,2,2,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,48,0.560000
ball_drilled_g2,2,-2,2,false,5,64,0,7,true,true,0,1.000000,4,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,92,0.520000,0.520000,7,2,2,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,48,0.560000
ball_drilled_g2,2,-2,-2,true,5,64,0,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,408,0.520000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,202,0.560000
ball_drilled_g2,2,-2,-2,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,280,0.780000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,138,0.560000
ball_drilled_g2,2,-2,-2,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,280,0.780000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,138,0.560000
ball_drilled_g2,2,-2,-2,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,712,0.780000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,354,0.560000
ball_drilled_g2,2,-2,-2,true,7,216,8,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,surface_nets,276,0.780000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,128,0.560000
ball_drilled_g2,2,-2,-2,true,7,216,8,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,276,0.780000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,128,0.560000
ball_drilled_g2,2,-2,-2,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,276,0.780000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,136,0.560000
ball_drilled_g2,2,-2,-2,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,808,0.780000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,402,0.560000
ball_drilled_g2,2,-2,6,false,9,512,0,7,true,true,0,0.500000,8,true,mayer_vietoris,5,0.450000,0,marching_cubes,408,1.040000,0.520000,7,2,2,false,true,none,inf,3,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,210,0.560000
ball_drilled_g2,2,-2,-2,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,424,1.040000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,210,0.560000
ball_drilled_g2,2,-2,2,false,9,512,0,7,true,true,0,0.500000,4,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,1256,1.040000,0.520000,7,2,2,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,630,0.560000
ball_drilled_g2,2,-2,2,false,9,512,4,7,true,true,0,0.500000,4,true,mayer_vietoris,5,0.450000,0,surface_nets,420,1.040000,0.520000,7,2,2,false,false,none,inf,1,8,5|7|9|11|13|17|21|25|33|49,inf,0.520000,208,0.560000
ball_drilled_g2,2,-2,2,false,9,512,4,7,true,true,0,0.500000,4,true,mayer_vietoris,5,0.450000,8,dual_contouring,420,1.040000,0.520000,7,2,2,false,false,none,inf,1,8,5|7|9|11|13|17|21|25|33|49,inf,0.520000,208,0.560000
ball_drilled_g2,2,-2,6,false,9,512,0,7,true,true,0,0.500000,8,true,mayer_vietoris,5,0.450000,8,manifold_dual_contouring,420,1.040000,0.520000,7,2,2,false,true,none,inf,3,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,216,0.560000
ball_drilled_g2,2,-2,-2,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,1512,1.040000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,754,0.560000
ball_drilled_g2,2,-2,-2,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,632,1.300000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,314,0.560000
ball_drilled_g2,2,-2,-2,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,632,1.300000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,314,0.560000
ball_drilled_g2,2,-2,-2,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,1896,1.300000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,946,0.560000
ball_drilled_g2,2,-2,-2,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,628,1.300000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,312,0.560000
ball_drilled_g2,2,-2,-2,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,628,1.300000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,312,0.560000
ball_drilled_g2,2,-2,-2,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,628,1.300000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,312,0.560000
ball_drilled_g2,2,-2,-2,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,2016,1.300000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1006,0.560000
ball_drilled_g2,2,-2,-2,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,984,1.560000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,490,0.560000
ball_drilled_g2,2,-2,-2,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,984,1.560000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,490,0.560000
ball_drilled_g2,2,-2,-2,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,2896,1.560000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1446,0.560000
ball_drilled_g2,2,-2,-2,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,surface_nets,980,1.560000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,488,0.560000
ball_drilled_g2,2,-2,-2,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,980,1.560000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,488,0.560000
ball_drilled_g2,2,-2,-2,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,980,1.560000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,488,0.560000
ball_drilled_g2,2,-2,-2,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,3024,1.560000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1510,0.560000
ball_drilled_g2,2,-2,-2,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,1864,2.080000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,930,0.560000
ball_drilled_g2,2,-2,-2,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,1864,2.080000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,930,0.560000
ball_drilled_g2,2,-2,-2,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,5520,2.080000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,2758,0.560000
ball_drilled_g2,2,-2,-2,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,1860,2.080000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,928,0.560000
ball_drilled_g2,2,-2,-2,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,72,dual_contouring,1860,2.080000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,928,0.560000
ball_drilled_g2,2,-2,-2,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,72,manifold_dual_contouring,1860,2.080000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,928,0.560000
ball_drilled_g2,2,-2,-2,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,5712,2.080000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,2854,0.560000
ball_drilled_g2,2,-2,-2,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,2696,2.600000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1346,0.560000
ball_drilled_g2,2,-2,-2,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,2696,2.600000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1346,0.560000
ball_drilled_g2,2,-2,-2,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,8216,2.600000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,4106,0.560000
ball_drilled_g2,2,-2,-2,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,2692,2.600000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1344,0.560000
ball_drilled_g2,2,-2,-2,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,8,dual_contouring,2692,2.600000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1344,0.560000
ball_drilled_g2,2,-2,-2,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,8,manifold_dual_contouring,2692,2.600000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1344,0.560000
ball_drilled_g2,2,-2,-2,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,8456,2.600000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,4226,0.560000
ball_drilled_g2,2,-2,-2,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,4120,3.120000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,2058,0.560000
ball_drilled_g2,2,-2,-2,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,4120,3.120000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,2058,0.560000
ball_drilled_g2,2,-2,-2,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,12256,3.120000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,6126,0.560000
ball_drilled_g2,2,-2,-2,true,25,13824,8,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,surface_nets,4116,3.120000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,2048,0.560000
ball_drilled_g2,2,-2,-2,true,25,13824,8,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,4116,3.120000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,2048,0.560000
ball_drilled_g2,2,-2,-2,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,4116,3.120000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,2056,0.560000
ball_drilled_g2,2,-2,-2,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,12328,3.120000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,6162,0.560000
ball_drilled_g2,2,-2,-2,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,7208,4.160000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,3602,0.560000
ball_drilled_g2,2,-2,-2,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,7208,4.160000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,3602,0.560000
ball_drilled_g2,2,-2,-2,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,22048,4.160000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,11022,0.560000
ball_drilled_g2,2,-2,-2,true,33,32768,8,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,7204,4.160000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,3592,0.560000
ball_drilled_g2,2,-2,-2,true,33,32768,8,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,7204,4.160000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,3592,0.560000
ball_drilled_g2,2,-2,-2,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,7204,4.160000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,3600,0.560000
ball_drilled_g2,2,-2,-2,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,22648,4.160000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,11322,0.560000
ball_drilled_g2,2,-2,-2,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,16040,6.240000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,8018,0.560000
ball_drilled_g2,2,-2,-2,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,16040,6.240000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,8018,0.560000
ball_drilled_g2,2,-2,-2,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,48800,6.240000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,24398,0.560000
ball_drilled_g2,2,-2,-2,true,49,110592,8,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,surface_nets,16036,6.240000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,8008,0.560000
ball_drilled_g2,2,-2,-2,true,49,110592,8,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,16036,6.240000,0.520000,7,2,2,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,8008,0.560000
ball_drilled_g2,2,-2,-2,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,16036,6.240000,0.520000,7,2,2,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,8016,0.560000
ball_drilled_g2,2,-2,-2,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,49240,6.240000,0.520000,5,2,2,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,24618,0.560000
ball_drilled_g3,3,-4,2,false,5,64,0,7,true,true,0,1.000000,6,true,mayer_vietoris,5,0.450000,0,marching_cubes,96,0.520000,0.520000,11,3,3,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,50,0.560000
ball_drilled_g3,3,-4,2,false,5,64,0,7,true,true,0,1.000000,6,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,96,0.520000,0.520000,9,3,3,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,50,0.560000
ball_drilled_g3,3,-4,2,false,5,64,0,7,true,true,0,1.000000,6,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,268,0.520000,0.520000,11,3,3,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,136,0.560000
ball_drilled_g3,3,-4,2,false,5,64,0,7,true,true,0,1.000000,6,true,mayer_vietoris,5,0.450000,0,surface_nets,100,0.520000,0.520000,11,3,3,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,52,0.560000
ball_drilled_g3,3,-4,2,false,5,64,0,7,true,true,0,1.000000,6,true,mayer_vietoris,5,0.450000,0,dual_contouring,100,0.520000,0.520000,11,3,3,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,52,0.560000
ball_drilled_g3,3,-4,2,false,5,64,0,7,true,true,0,1.000000,6,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,100,0.520000,0.520000,11,3,3,false,true,0,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,52,0.560000
ball_drilled_g3,3,-4,10,false,5,64,14,7,true,true,0,1.000000,14,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,404,0.520000,0.520000,7,3,3,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,0.520000,198,0.560000
ball_drilled_g3,3,-4,0,false,7,216,0,7,true,true,0,0.666667,4,true,mayer_vietoris,5,0.450000,0,marching_cubes,264,0.780000,0.520000,11,3,3,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,132,0.560000
ball_drilled_g3,3,-4,0,false,7,216,0,7,true,true,0,0.666667,4,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,264,0.780000,0.520000,9,3,3,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,132,0.560000
ball_drilled_g3,3,-4,0,false,7,216,0,7,true,true,0,0.666667,4,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,680,0.780000,0.520000,11,3,3,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,340,0.560000
ball_drilled_g3,3,-4,0,false,7,216,4,7,true,true,0,0.666667,4,true,mayer_vietoris,5,0.450000,0,surface_nets,264,0.780000,0.520000,11,3,3,false,false,none,inf,1,8,5|7|9|11|13|17|21|25|33|49,inf,0.520000,128,0.560000
ball_drilled_g3,3,-4,0,false,7,216,4,7,true,true,0,0.666667,4,true,mayer_vietoris,5,0.450000,0,dual_contouring,264,0.780000,0.520000,11,3,3,false,false,none,inf,1,8,5|7|9|11|13|17|21|25|33|49,inf,0.520000,128,0.560000
ball_drilled_g3,3,-4,0,false,7,216,0,7,true,true,0,0.666667,4,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,264,0.780000,0.520000,11,3,3,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,132,0.560000
ball_drilled_g3,3,-4,-4,true,7,216,2,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,908,0.780000,0.520000,7,3,3,false,false,none,inf,1,3,5|7|9|11|13|17|21|25|33|49,inf,0.520000,448,0.560000
ball_drilled_g3,3,-4,0,false,9,512,0,7,true,true,0,0.500000,4,true,mayer_vietoris,5,0.450000,0,marching_cubes,456,1.040000,0.520000,11,3,3,false,true,none,inf,2,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,228,0.560000
ball_drilled_g3,3,-4,-4,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,464,1.040000,0.520000,9,3,3,false,true,3,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,228,0.560000
ball_drilled_g3,3,-4,-2,false,9,512,0,7,true,true,0,0.500000,2,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,1352,1.040000,0.520000,11,3,3,false,true,2,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,674,0.560000
ball_drilled_g3,3,-4,-2,false,9,512,6,7,true,true,0,0.500000,2,true,mayer_vietoris,5,0.450000,0,surface_nets,456,1.040000,0.520000,11,3,3,false,false,none,inf,1,12,5|7|9|11|13|17|21|25|33|49,inf,0.520000,220,0.560000
ball_drilled_g3,3,-4,-2,false,9,512,6,7,true,true,0,0.500000,2,true,mayer_vietoris,5,0.450000,4,dual_contouring,456,1.040000,0.520000,11,3,3,false,false,none,inf,1,12,5|7|9|11|13|17|21|25|33|49,inf,0.520000,220,0.560000
ball_drilled_g3,3,-4,0,false,9,512,0,7,true,true,0,0.500000,4,true,mayer_vietoris,5,0.450000,4,manifold_dual_contouring,456,1.040000,0.520000,11,3,3,false,true,none,inf,2,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,228,0.560000
ball_drilled_g3,3,-4,-4,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,1590,1.040000,0.520000,7,3,3,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,791,0.560000
ball_drilled_g3,3,-4,-4,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,712,1.300000,0.520000,11,3,3,false,true,3,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,352,0.560000
ball_drilled_g3,3,-4,-4,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,712,1.300000,0.520000,9,3,3,false,true,3,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,352,0.560000
ball_drilled_g3,3,-4,-4,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,2140,1.300000,0.520000,11,3,3,false,true,3,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1066,0.560000
ball_drilled_g3,3,-4,-4,true,11,1000,4,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,704,1.300000,0.520000,11,3,3,false,false,none,inf,1,8,5|7|9|11|13|17|21|25|33|49,inf,0.520000,344,0.560000
ball_drilled_g3,3,-4,-4,true,11,1000,4,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,704,1.300000,0.520000,11,3,3,false,false,none,inf,1,8,5|7|9|11|13|17|21|25|33|49,inf,0.520000,344,0.560000
ball_drilled_g3,3,-4,-4,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,704,1.300000,0.520000,11,3,3,false,true,3,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,348,0.560000
ball_drilled_g3,3,-4,-4,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,2292,1.300000,0.520000,7,3,3,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,1142,0.560000
ball_drilled_g3,3,-4,-4,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,1016,1.560000,0.520000,11,3,3,false,true,3,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.520000,504,0.560000
